record_id,date_time,city_zone,station_type,vehicles_charged,avg_charging_duration_minutes,energy_dispensed_kwh,grid_load_mw,renewable_energy_used_percent,peak_load_risk
1392,2024-02-27 23:00:00,South,Normal,5,94.1,279.47,465.89,18.0,Low
1393,2024-02-28 00:00:00,South,Fast,6,37.7,147.69,429.74,77.3,Medium
1394,2024-02-28 01:00:00,Central,Supercharger,23,38.6,268.53,128.18,8.2,Low
1395,2024-02-28 02:00:00,South,Normal,8,106.0,286.89,331.32,44.5,High
1396,2024-02-28 03:00:00,South,Supercharger,21,36.6,226.62,65.36,38.7,Medium
1397,2024-02-28 04:00:00,West,Supercharger,1,27.9,285.02,485.04,65.1,Medium
1398,2024-02-28 05:00:00,West,Supercharger,11,79.0,244.24,352.05,40.6,Low
1399,2024-02-28 06:00:00,North,Fast,11,28.3,173.57,483.56,47.0,Medium
1400,2024-02-28 07:00:00,East,Fast,12,58.2,127.22,301.41,65.7,Medium
1401,2024-02-28 08:00:00,East,Normal,1,19.1,148.14,183.72,75.8,High
1402,2024-02-28 09:00:00,East,Fast,1,27.4,326.64,275.27,56.1,Medium
1403,2024-02-28 10:00:00,West,Normal,3,47.5,85.27,448.01,52.0,High
1404,2024-02-28 11:00:00,Central,Fast,6,70.6,280.05,391.13,63.5,High
1405,2024-02-28 12:00:00,East,Fast,5,88.0,96.42,421.3,50.0,Low
1406,2024-02-28 13:00:00,Central,Supercharger,15,75.3,232.71,169.2,14.4,Low
1407,2024-02-28 14:00:00,South,Supercharger,6,69.4,33.36,56.34,25.0,Medium
1408,2024-02-28 15:00:00,North,Fast,18,95.7,248.27,448.65,53.1,Low
1409,2024-02-28 16:00:00,North,Fast,9,17.4,268.99,174.5,73.2,Low
1410,2024-02-28 17:00:00,South,Fast,24,21.1,281.8,232.87,30.4,Low
1411,2024-02-28 18:00:00,East,Fast,10,65.0,223.58,339.24,64.4,Medium
1412,2024-02-28 19:00:00,South,Normal,17,57.4,298.03,99.72,71.6,Medium
1413,2024-02-28 20:00:00,Central,Normal,15,55.4,196.37,386.0,17.4,High
1414,2024-02-28 21:00:00,Central,Fast,21,40.3,55.38,66.74,77.3,Medium
1415,2024-02-28 22:00:00,South,Fast,18,79.9,27.26,228.26,44.8,Low
1416,2024-02-28 23:00:00,East,Normal,3,67.9,264.26,292.94,44.8,Low
1417,2024-02-29 00:00:00,South,Normal,13,48.6,197.05,62.11,49.8,Low
1418,2024-02-29 01:00:00,East,Normal,8,93.7,89.69,437.34,41.6,Low
1419,2024-02-29 02:00:00,East,Fast,9,66.3,328.75,54.3,68.1,Low
1420,2024-02-29 03:00:00,East,Normal,17,81.5,200.74,348.48,35.1,High
1421,2024-02-29 04:00:00,West,Normal,9,47.6,294.73,87.85,35.3,Medium
1422,2024-02-29 05:00:00,North,Fast,16,72.1,233.89,296.11,34.9,Medium
1423,2024-02-29 06:00:00,East,Normal,15,59.2,245.71,216.46,40.4,Medium
1424,2024-02-29 07:00:00,East,Fast,1,18.0,237.12,145.22,79.3,Low
1425,2024-02-29 08:00:00,Central,Fast,1,21.1,291.19,155.34,36.1,Low
1426,2024-02-29 09:00:00,North,Normal,1,27.9,138.12,362.92,14.8,Low
1427,2024-02-29 10:00:00,West,Fast,4,79.4,55.55,400.99,75.8,Low
1428,2024-02-29 11:00:00,North,Fast,22,72.4,241.0,407.23,43.1,High
1429,2024-02-29 12:00:00,North,Supercharger,19,103.2,225.48,414.21,34.1,Low
1430,2024-02-29 13:00:00,East,Supercharger,14,15.9,336.89,105.16,67.7,High
1431,2024-02-29 14:00:00,North,Fast,14,30.0,109.66,304.81,81.4,Medium
1432,2024-02-29 15:00:00,Central,Normal,22,33.2,134.47,387.58,57.7,Low
1433,2024-02-29 16:00:00,North,Fast,14,18.2,95.88,443.64,32.3,High
1434,2024-02-29 17:00:00,South,Normal,22,70.9,152.34,196.97,51.5,Low
1435,2024-02-29 18:00:00,North,Fast,1,115.5,135.45,464.53,69.9,Low
1436,2024-02-29 19:00:00,West,Normal,19,84.6,109.95,93.68,7.3,Low
1437,2024-02-29 20:00:00,East,Normal,24,97.1,301.14,215.19,51.0,High
1438,2024-02-29 21:00:00,Central,Fast,3,43.8,256.28,171.07,65.9,Low
1439,2024-02-29 22:00:00,Central,Fast,4,41.7,211.69,495.13,43.5,High
1440,2024-02-29 23:00:00,West,Fast,2,93.6,19.5,211.99,58.6,Low
1441,2024-03-01 00:00:00,West,Supercharger,1,39.9,107.82,383.48,77.7,High
1442,2024-03-01 01:00:00,West,Normal,10,87.3,196.89,131.32,46.9,Low
1443,2024-03-01 02:00:00,South,Normal,18,109.9,89.79,412.94,61.7,High
1444,2024-03-01 03:00:00,West,Fast,12,22.8,294.34,497.38,15.6,High
1445,2024-03-01 04:00:00,South,Fast,9,50.3,270.75,221.29,67.5,High
1446,2024-03-01 05:00:00,West,Fast,15,109.6,236.75,236.91,46.2,High
1447,2024-03-01 06:00:00,South,Normal,12,111.6,231.36,124.56,24.1,Low
1448,2024-03-01 07:00:00,Central,Fast,24,15.5,90.1,244.0,73.7,Low
1449,2024-03-01 08:00:00,Central,Normal,3,18.7,272.18,151.21,31.4,Low
1450,2024-03-01 09:00:00,North,Normal,15,115.2,204.96,498.59,17.2,Low
1451,2024-03-01 10:00:00,North,Normal,11,107.6,194.46,301.55,6.5,Low
1452,2024-03-01 11:00:00,East,Fast,22,107.0,196.0,93.78,34.2,Low
1453,2024-03-01 12:00:00,East,Normal,21,84.2,40.86,255.82,33.7,Low
1454,2024-03-01 13:00:00,West,Supercharger,10,24.4,140.72,307.82,10.8,Medium
1455,2024-03-01 14:00:00,South,Normal,11,114.5,331.27,62.17,44.5,Medium
1456,2024-03-01 15:00:00,Central,Normal,4,88.7,317.44,119.48,43.2,Medium
1457,2024-03-01 16:00:00,South,Normal,13,77.6,54.3,265.39,8.3,Medium
1458,2024-03-01 17:00:00,Central,Fast,16,62.6,293.52,82.23,39.6,Medium
1459,2024-03-01 18:00:00,East,Normal,23,91.4,280.49,291.33,15.3,Low
1460,2024-03-01 19:00:00,North,Fast,16,70.7,170.42,220.81,45.3,Low
1461,2024-03-01 20:00:00,East,Fast,7,72.8,289.29,107.93,62.3,Low
1462,2024-03-01 21:00:00,South,Fast,2,105.7,235.19,432.3,58.7,High
1463,2024-03-01 22:00:00,South,Supercharger,2,98.8,181.83,173.9,9.2,High
1464,2024-03-01 23:00:00,North,Fast,11,37.2,160.27,69.87,59.8,High
1465,2024-03-02 00:00:00,South,Normal,4,101.7,288.89,314.03,15.4,Low
1466,2024-03-02 01:00:00,West,Normal,8,72.1,201.44,303.66,28.1,Low
1467,2024-03-02 02:00:00,South,Fast,8,20.5,48.82,325.34,69.8,Low
1468,2024-03-02 03:00:00,South,Normal,9,60.4,174.5,493.33,67.2,High
1469,2024-03-02 04:00:00,East,Normal,14,66.6,328.25,87.02,17.3,High
1470,2024-03-02 05:00:00,South,Fast,23,19.2,118.11,485.96,52.2,Low
1471,2024-03-02 06:00:00,North,Fast,2,89.4,110.89,415.12,35.1,Low
1472,2024-03-02 07:00:00,North,Fast,13,48.7,273.78,251.79,32.8,Low
1473,2024-03-02 08:00:00,West,Supercharger,4,73.9,333.11,242.35,40.0,Low
1474,2024-03-02 09:00:00,South,Fast,24,33.4,348.7,93.41,82.6,Low
1475,2024-03-02 10:00:00,East,Normal,14,103.4,25.03,130.74,12.3,High
1476,2024-03-02 11:00:00,East,Supercharger,19,99.8,55.68,362.49,14.3,Medium
1477,2024-03-02 12:00:00,South,Normal,8,41.8,311.73,186.31,15.1,High
1478,2024-03-02 13:00:00,East,Normal,3,40.0,233.78,258.88,16.2,Low
1479,2024-03-02 14:00:00,North,Normal,11,44.4,30.62,118.37,45.4,Low
1480,2024-03-02 15:00:00,East,Fast,2,97.9,282.8,428.83,34.4,Medium
1481,2024-03-02 16:00:00,East,Fast,23,108.0,214.96,226.47,30.7,Low
1482,2024-03-02 17:00:00,West,Normal,24,37.4,72.1,493.52,82.7,Low
1483,2024-03-02 18:00:00,West,Supercharger,13,40.0,91.99,493.14,36.8,Low
1484,2024-03-02 19:00:00,Central,Normal,11,86.6,143.9,64.85,44.1,Low
1485,2024-03-02 20:00:00,North,Supercharger,3,26.8,115.64,116.96,29.4,High
1486,2024-03-02 21:00:00,North,Fast,11,111.8,42.55,410.51,35.4,Low
1487,2024-03-02 22:00:00,East,Normal,20,118.1,83.96,120.17,17.0,Low
1488,2024-03-02 23:00:00,North,Normal,13,104.8,337.41,421.89,59.4,High
1489,2024-03-03 00:00:00,North,Normal,11,87.6,127.23,249.7,79.2,Medium
1490,2024-03-03 01:00:00,East,Fast,20,16.1,63.83,389.59,29.1,Low
1491,2024-03-03 02:00:00,Central,Normal,19,24.0,326.5,469.93,61.4,Low
1492,2024-03-03 03:00:00,East,Supercharger,18,24.7,17.58,431.78,83.6,Low
1493,2024-03-03 04:00:00,West,Normal,23,62.7,342.07,378.87,41.5,Medium
1494,2024-03-03 05:00:00,West,Supercharger,12,75.6,75.79,180.7,81.1,Low
1495,2024-03-03 06:00:00,East,Normal,7,69.7,157.74,78.64,23.8,High
1496,2024-03-03 07:00:00,South,Normal,22,56.1,313.99,340.61,66.3,Low
1497,2024-03-03 08:00:00,South,Fast,2,85.7,265.89,310.1,82.6,Low
1498,2024-03-03 09:00:00,West,Fast,18,60.9,189.14,480.29,22.2,Low
1499,2024-03-03 10:00:00,Central,Normal,12,112.3,178.07,222.37,27.3,Low
1500,2024-03-03 11:00:00,Central,Normal,24,30.6,167.88,358.34,36.9,Low
1501,2024-03-03 12:00:00,North,Normal,13,26.6,159.7,219.75,36.4,Low
1502,2024-03-03 13:00:00,South,Normal,7,19.2,320.26,333.19,39.1,Low
1503,2024-03-03 14:00:00,South,Fast,11,49.5,46.18,127.79,59.9,Low
1504,2024-03-03 15:00:00,East,Fast,13,26.4,73.89,114.75,84.5,Low
1505,2024-03-03 16:00:00,South,Normal,13,32.5,74.49,368.46,50.7,Medium
1506,2024-03-03 17:00:00,North,Normal,24,22.4,226.02,257.42,52.3,Medium
1507,2024-03-03 18:00:00,South,Supercharger,10,103.2,49.43,114.78,8.0,High
1508,2024-03-03 19:00:00,West,Normal,23,44.9,229.88,184.91,83.0,High
1509,2024-03-03 20:00:00,Central,Fast,10,55.3,277.33,338.24,78.4,Medium
1510,2024-03-03 21:00:00,Central,Normal,20,31.3,264.42,239.24,16.3,High
1511,2024-03-03 22:00:00,West,Normal,24,114.9,194.6,269.4,60.0,Low
1512,2024-03-03 23:00:00,West,Fast,22,113.9,171.22,120.75,47.5,Low
1513,2024-03-04 00:00:00,Central,Normal,5,35.4,79.57,248.9,73.4,High
1514,2024-03-04 01:00:00,North,Fast,11,33.1,31.66,444.35,24.8,Low
1515,2024-03-04 02:00:00,South,Normal,18,115.7,303.61,450.33,14.0,Low
1516,2024-03-04 03:00:00,West,Normal,7,31.9,34.96,257.29,28.9,Medium
1517,2024-03-04 04:00:00,East,Fast,14,83.5,56.9,68.05,83.1,Medium
1518,2024-03-04 05:00:00,West,Fast,10,105.1,32.48,395.27,57.8,Medium
1519,2024-03-04 06:00:00,South,Normal,5,16.6,256.76,150.96,54.5,High
1520,2024-03-04 07:00:00,South,Fast,6,40.3,27.53,361.05,63.6,High
1521,2024-03-04 08:00:00,East,Fast,8,28.8,107.81,356.13,15.3,Low
1522,2024-03-04 09:00:00,Central,Supercharger,1,18.9,79.42,71.36,21.4,Low
1523,2024-03-04 10:00:00,North,Fast,11,79.6,127.38,221.43,30.8,Low
1524,2024-03-04 11:00:00,East,Supercharger,4,19.9,147.39,400.62,9.4,High
1525,2024-03-04 12:00:00,East,Normal,10,51.8,55.89,365.24,6.3,Medium
1526,2024-03-04 13:00:00,North,Normal,19,108.0,295.95,89.55,82.5,Medium
1527,2024-03-04 14:00:00,West,Normal,24,96.7,274.62,53.37,36.2,High
1528,2024-03-04 15:00:00,Central,Normal,20,77.8,146.26,249.83,39.2,Low
1529,2024-03-04 16:00:00,Central,Fast,9,93.8,191.0,67.68,56.5,High
1530,2024-03-04 17:00:00,West,Normal,15,99.8,100.08,457.24,36.8,Medium
1531,2024-03-04 18:00:00,South,Normal,13,36.5,118.31,210.47,40.5,High
1532,2024-03-04 19:00:00,East,Fast,4,47.6,336.07,221.76,75.1,High
1533,2024-03-04 20:00:00,West,Normal,14,101.5,247.29,262.71,75.8,Low
1534,2024-03-04 21:00:00,Central,Normal,16,103.7,298.43,419.09,53.2,Low
1535,2024-03-04 22:00:00,North,Supercharger,15,109.9,133.52,365.0,24.0,Low
1536,2024-03-04 23:00:00,West,Fast,10,53.4,23.18,458.93,61.8,Medium
1537,2024-03-05 00:00:00,South,Normal,8,64.1,35.36,316.87,49.6,Medium
1538,2024-03-05 01:00:00,West,Normal,4,70.7,225.43,124.85,38.0,Low
1539,2024-03-05 02:00:00,Central,Fast,7,97.1,25.96,266.32,76.7,Medium
1540,2024-03-05 03:00:00,West,Normal,24,53.4,278.24,106.68,65.8,Low
1541,2024-03-05 04:00:00,West,Fast,19,80.3,291.93,393.68,54.3,Low
1542,2024-03-05 05:00:00,East,Fast,2,21.6,280.71,348.19,39.1,High
1543,2024-03-05 06:00:00,South,Normal,6,19.9,157.44,188.05,40.2,Low
1544,2024-03-05 07:00:00,South,Fast,3,94.0,274.57,245.72,76.4,High
1545,2024-03-05 08:00:00,Central,Supercharger,12,20.5,250.42,274.18,64.6,Low
1546,2024-03-05 09:00:00,North,Fast,9,118.7,287.56,285.44,41.4,High
1547,2024-03-05 10:00:00,East,Fast,15,37.1,305.89,484.08,30.2,Low
1548,2024-03-05 11:00:00,North,Normal,17,69.4,125.12,143.33,50.9,Low
1549,2024-03-05 12:00:00,Central,Supercharger,7,54.0,158.08,125.19,19.3,High
1550,2024-03-05 13:00:00,East,Supercharger,8,77.7,124.69,428.61,56.2,High
1551,2024-03-05 14:00:00,West,Fast,11,24.5,139.96,392.27,62.6,Low
1552,2024-03-05 15:00:00,South,Normal,5,96.1,344.18,401.73,35.9,Low
1553,2024-03-05 16:00:00,West,Fast,6,41.9,36.71,349.69,69.5,High
1554,2024-03-05 17:00:00,Central,Supercharger,10,39.4,78.94,374.55,67.4,Medium
1555,2024-03-05 18:00:00,West,Fast,21,113.3,177.79,234.34,29.2,Medium
1556,2024-03-05 19:00:00,North,Supercharger,24,46.4,67.65,276.88,49.4,Low
1557,2024-03-05 20:00:00,East,Fast,21,20.9,118.24,312.66,9.2,Medium
1558,2024-03-05 21:00:00,East,Normal,5,37.6,11.48,107.82,21.6,Low
1559,2024-03-05 22:00:00,Central,Normal,19,104.0,183.3,486.93,57.4,Low
1560,2024-03-05 23:00:00,South,Supercharger,5,106.9,227.34,423.04,32.1,Low
1561,2024-03-06 00:00:00,East,Supercharger,7,103.1,252.01,407.64,84.7,High
1562,2024-03-06 01:00:00,East,Supercharger,19,97.6,39.75,203.97,48.8,High
1563,2024-03-06 02:00:00,North,Normal,23,17.6,333.81,346.09,37.8,High
1564,2024-03-06 03:00:00,North,Normal,8,100.4,343.79,208.63,78.1,Low
1565,2024-03-06 04:00:00,West,Fast,19,58.3,99.53,415.14,38.7,Medium
1566,2024-03-06 05:00:00,East,Normal,14,117.6,59.69,60.68,26.5,Low
1567,2024-03-06 06:00:00,North,Supercharger,15,55.2,331.97,386.0,50.0,Medium
1568,2024-03-06 07:00:00,Central,Fast,1,80.0,186.31,159.57,11.5,Low
1569,2024-03-06 08:00:00,South,Fast,21,114.6,272.55,483.54,58.0,Low
1570,2024-03-06 09:00:00,North,Fast,18,86.2,209.64,487.38,12.7,Low
1571,2024-03-06 10:00:00,North,Normal,16,72.8,127.0,303.07,29.2,Low
1572,2024-03-06 11:00:00,South,Supercharger,11,48.6,167.62,52.11,83.6,High
1573,2024-03-06 12:00:00,North,Normal,22,83.0,242.03,319.87,38.7,Low
1574,2024-03-06 13:00:00,North,Fast,12,62.4,169.01,226.06,63.6,Medium
1575,2024-03-06 14:00:00,East,Fast,14,54.4,280.68,469.99,21.0,Low
1576,2024-03-06 15:00:00,North,Fast,12,65.6,73.2,414.96,43.6,Low
1577,2024-03-06 16:00:00,East,Fast,10,65.9,310.74,332.4,60.6,Low
1578,2024-03-06 17:00:00,South,Fast,8,45.1,90.51,415.94,42.7,Low
1579,2024-03-06 18:00:00,East,Normal,20,43.1,61.9,305.26,68.0,Low
1580,2024-03-06 19:00:00,West,Normal,24,112.5,187.99,189.11,16.7,Medium
1581,2024-03-06 20:00:00,North,Normal,19,86.9,100.21,265.26,31.7,Medium
1582,2024-03-06 21:00:00,North,Fast,13,63.3,325.6,185.33,41.7,Low
1583,2024-03-06 22:00:00,Central,Normal,6,81.2,209.52,69.66,71.4,Low
1584,2024-03-06 23:00:00,East,Normal,9,104.5,341.62,93.47,80.1,Low
1585,2024-03-07 00:00:00,North,Supercharger,12,18.3,165.12,496.54,76.0,Low
1586,2024-03-07 01:00:00,South,Fast,24,31.5,195.33,154.36,65.1,Low
1587,2024-03-07 02:00:00,East,Fast,20,18.4,214.16,270.87,29.0,Medium
1588,2024-03-07 03:00:00,North,Supercharger,21,86.4,330.28,231.09,78.7,Medium
1589,2024-03-07 04:00:00,South,Supercharger,23,23.8,108.64,148.63,17.5,Low
1590,2024-03-07 05:00:00,South,Fast,17,59.8,291.58,107.81,69.8,Low
1591,2024-03-07 06:00:00,Central,Normal,21,104.8,182.73,463.0,15.7,Low
1592,2024-03-07 07:00:00,West,Supercharger,19,60.2,289.18,54.33,38.6,Low
1593,2024-03-07 08:00:00,South,Fast,4,65.1,129.86,261.24,31.5,Low
1594,2024-03-07 09:00:00,Central,Fast,14,119.9,127.49,332.99,9.6,Low
1595,2024-03-07 10:00:00,North,Fast,2,71.8,11.82,414.37,68.1,High
1596,2024-03-07 11:00:00,West,Normal,4,57.4,151.14,111.15,74.9,Low
1597,2024-03-07 12:00:00,South,Normal,18,109.5,184.67,418.57,25.6,Medium
1598,2024-03-07 13:00:00,North,Fast,15,117.7,342.19,300.44,58.2,High
1599,2024-03-07 14:00:00,Central,Fast,23,40.0,250.86,157.25,79.7,Low
1600,2024-03-07 15:00:00,Central,Fast,4,76.9,67.18,428.68,66.8,High
1601,2024-03-07 16:00:00,South,Fast,23,75.6,276.97,127.02,35.5,Low
1602,2024-03-07 17:00:00,East,Normal,11,72.4,179.95,273.83,16.5,Low
1603,2024-03-07 18:00:00,North,Normal,3,86.9,41.29,372.68,18.6,High
1604,2024-03-07 19:00:00,East,Normal,7,44.3,216.58,253.71,5.3,Medium
1605,2024-03-07 20:00:00,East,Fast,18,83.4,184.74,347.53,53.0,Low
1606,2024-03-07 21:00:00,South,Normal,10,38.2,39.32,138.9,54.5,Medium
1607,2024-03-07 22:00:00,South,Normal,24,106.3,193.17,194.58,27.9,Low
1608,2024-03-07 23:00:00,Central,Normal,16,16.3,336.25,199.71,63.2,Low
1609,2024-03-08 00:00:00,East,Normal,20,90.3,144.78,279.34,58.7,Medium
1610,2024-03-08 01:00:00,West,Supercharger,2,51.0,133.54,462.54,65.4,Low
1611,2024-03-08 02:00:00,West,Normal,24,101.0,348.61,376.17,34.0,Low
1612,2024-03-08 03:00:00,Central,Supercharger,1,24.7,17.85,495.85,31.0,Low
1613,2024-03-08 04:00:00,East,Fast,6,56.5,93.42,179.55,47.7,Low
1614,2024-03-08 05:00:00,East,Supercharger,12,22.9,147.72,128.98,9.2,Low
1615,2024-03-08 06:00:00,East,Normal,2,29.5,48.09,454.5,55.2,Medium
1616,2024-03-08 07:00:00,Central,Normal,3,69.1,142.65,139.99,19.9,Low
1617,2024-03-08 08:00:00,West,Normal,9,90.2,131.12,89.59,59.1,Medium
1618,2024-03-08 09:00:00,West,Fast,20,53.2,303.45,353.02,38.6,High
1619,2024-03-08 10:00:00,West,Normal,4,30.1,110.25,450.4,20.9,Medium
1620,2024-03-08 11:00:00,East,Fast,23,84.5,100.06,392.4,43.4,Medium
1621,2024-03-08 12:00:00,North,Normal,11,49.8,95.23,405.0,53.6,Medium
1622,2024-03-08 13:00:00,North,Normal,18,72.3,48.35,493.14,21.2,Low
1623,2024-03-08 14:00:00,East,Supercharger,24,102.8,168.72,308.82,28.8,Medium
1624,2024-03-08 15:00:00,West,Fast,12,37.2,291.47,480.7,36.6,Medium
1625,2024-03-08 16:00:00,North,Fast,12,74.0,41.54,177.11,30.5,Low
1626,2024-03-08 17:00:00,North,Supercharger,11,66.9,70.2,196.1,72.8,Medium
1627,2024-03-08 18:00:00,South,Supercharger,7,96.0,333.22,82.13,12.0,High
1628,2024-03-08 19:00:00,Central,Normal,23,63.0,69.82,215.38,19.2,Low
1629,2024-03-08 20:00:00,West,Normal,18,84.0,113.86,348.55,14.2,High
1630,2024-03-08 21:00:00,South,Fast,10,103.4,339.11,357.44,25.6,Low
1631,2024-03-08 22:00:00,North,Supercharger,3,87.0,310.34,391.67,54.2,Low
1632,2024-03-08 23:00:00,North,Normal,22,62.0,159.94,228.89,13.7,High
1633,2024-03-09 00:00:00,East,Fast,9,111.8,254.27,231.13,77.8,Medium
1634,2024-03-09 01:00:00,South,Normal,22,80.5,189.94,378.5,25.6,Medium
1635,2024-03-09 02:00:00,Central,Normal,23,102.7,284.26,102.94,17.9,High
1636,2024-03-09 03:00:00,South,Normal,5,26.9,150.32,439.04,35.4,High
1637,2024-03-09 04:00:00,South,Fast,2,68.9,233.86,177.06,81.0,Low
1638,2024-03-09 05:00:00,South,Supercharger,22,68.7,30.71,137.04,12.5,Medium
1639,2024-03-09 06:00:00,Central,Supercharger,16,102.3,41.58,253.4,16.5,Low
1640,2024-03-09 07:00:00,North,Normal,22,62.2,139.55,431.26,83.7,Low
1641,2024-03-09 08:00:00,East,Supercharger,2,116.7,183.02,373.2,78.1,Low
1642,2024-03-09 09:00:00,North,Normal,19,21.5,223.77,125.84,59.4,Medium
1643,2024-03-09 10:00:00,East,Normal,23,112.0,271.46,117.74,41.8,Low
1644,2024-03-09 11:00:00,West,Fast,11,112.4,12.28,332.81,52.1,Low
1645,2024-03-09 12:00:00,East,Normal,2,98.0,257.18,171.03,64.1,Low
1646,2024-03-09 13:00:00,South,Supercharger,12,32.6,238.27,279.57,44.8,High
1647,2024-03-09 14:00:00,West,Normal,22,102.4,169.77,390.06,12.6,Medium
1648,2024-03-09 15:00:00,North,Supercharger,24,70.1,185.73,215.23,41.0,High
1649,2024-03-09 16:00:00,South,Normal,12,71.2,190.81,213.83,40.6,Low
1650,2024-03-09 17:00:00,South,Fast,17,85.6,183.58,129.72,39.0,Medium
1651,2024-03-09 18:00:00,Central,Normal,5,109.5,269.64,264.53,13.5,Low
1652,2024-03-09 19:00:00,West,Supercharger,14,37.3,22.33,146.63,17.2,High
1653,2024-03-09 20:00:00,East,Supercharger,14,114.5,287.28,212.39,69.4,Low
1654,2024-03-09 21:00:00,North,Fast,12,37.0,203.88,459.92,18.2,Medium
1655,2024-03-09 22:00:00,West,Supercharger,16,92.4,348.38,421.05,11.0,Medium
1656,2024-03-09 23:00:00,North,Supercharger,15,61.1,106.99,119.56,41.9,Medium
1657,2024-03-10 00:00:00,North,Supercharger,19,114.9,140.72,287.7,23.6,Medium
1658,2024-03-10 01:00:00,Central,Fast,19,29.0,133.2,456.88,79.0,Low
1659,2024-03-10 02:00:00,South,Supercharger,5,44.0,206.56,422.55,30.5,Low
1660,2024-03-10 03:00:00,South,Fast,9,26.5,339.38,364.69,60.9,Medium
1661,2024-03-10 04:00:00,Central,Fast,12,30.1,10.62,329.36,71.7,Low
1662,2024-03-10 05:00:00,North,Fast,11,93.8,260.06,222.56,54.1,Medium
1663,2024-03-10 06:00:00,South,Supercharger,2,31.7,171.4,324.13,68.9,Low
1664,2024-03-10 07:00:00,Central,Normal,10,117.7,73.1,320.48,76.5,Low
1665,2024-03-10 08:00:00,West,Fast,4,99.4,211.69,417.59,45.3,High
1666,2024-03-10 09:00:00,East,Normal,15,22.3,258.45,398.6,25.4,Low
1667,2024-03-10 10:00:00,North,Fast,17,69.3,128.42,423.62,49.2,Medium
1668,2024-03-10 11:00:00,North,Normal,6,84.1,131.61,94.74,65.0,Medium
1669,2024-03-10 12:00:00,South,Normal,4,114.6,66.69,491.97,70.1,High
1670,2024-03-10 13:00:00,Central,Fast,8,98.5,176.1,376.49,61.9,Low
1671,2024-03-10 14:00:00,East,Fast,5,65.6,75.49,434.38,25.4,Low
1672,2024-03-10 15:00:00,East,Fast,22,34.4,281.98,212.72,53.4,Low
1673,2024-03-10 16:00:00,East,Fast,9,61.2,119.58,488.31,39.9,Low
1674,2024-03-10 17:00:00,South,Normal,13,117.4,320.44,407.27,46.5,Low
1675,2024-03-10 18:00:00,West,Fast,20,34.3,28.75,198.74,35.0,High
1676,2024-03-10 19:00:00,East,Normal,4,26.8,22.87,66.18,28.8,Low
1677,2024-03-10 20:00:00,West,Fast,20,74.1,18.6,214.41,15.0,Low
1678,2024-03-10 21:00:00,Central,Fast,24,90.6,129.19,359.87,68.4,Medium
1679,2024-03-10 22:00:00,South,Normal,19,101.1,62.73,429.32,66.7,High
1680,2024-03-10 23:00:00,South,Normal,22,108.9,193.25,244.1,63.4,Low
1681,2024-03-11 00:00:00,West,Normal,24,42.9,156.18,52.97,58.1,Low
1682,2024-03-11 01:00:00,West,Fast,4,31.2,154.71,240.52,39.4,High
1683,2024-03-11 02:00:00,South,Fast,4,35.9,292.48,217.84,15.9,Low
1684,2024-03-11 03:00:00,Central,Normal,13,23.1,331.59,391.68,50.8,High
1685,2024-03-11 04:00:00,North,Fast,18,115.0,232.29,96.82,6.4,Low
1686,2024-03-11 05:00:00,North,Normal,13,25.3,125.77,133.11,17.4,Low
1687,2024-03-11 06:00:00,East,Fast,22,118.9,215.35,316.4,76.4,High
1688,2024-03-11 07:00:00,West,Normal,5,61.0,215.37,346.03,49.8,Low
1689,2024-03-11 08:00:00,East,Normal,10,61.9,166.04,78.4,36.2,Low
1690,2024-03-11 09:00:00,East,Fast,2,90.7,229.92,163.79,72.1,Low
1691,2024-03-11 10:00:00,North,Fast,24,62.1,278.41,394.43,61.6,High
1692,2024-03-11 11:00:00,West,Fast,14,65.1,27.9,175.56,17.2,High
1693,2024-03-11 12:00:00,Central,Normal,15,30.4,61.73,207.66,62.9,Low
1694,2024-03-11 13:00:00,West,Supercharger,20,94.9,321.7,480.65,28.0,Low
1695,2024-03-11 14:00:00,North,Normal,23,32.6,186.51,195.16,21.9,High
1696,2024-03-11 15:00:00,North,Fast,1,61.7,259.77,225.64,36.9,Medium
1697,2024-03-11 16:00:00,South,Normal,12,23.4,260.92,444.55,30.1,Medium
1698,2024-03-11 17:00:00,East,Supercharger,13,72.8,184.15,284.24,53.5,High
1699,2024-03-11 18:00:00,East,Supercharger,15,119.9,51.06,458.85,7.4,High
1700,2024-03-11 19:00:00,Central,Normal,5,30.3,277.53,126.62,60.0,Low
1701,2024-03-11 20:00:00,South,Fast,22,96.9,305.3,298.42,39.3,High
1702,2024-03-11 21:00:00,West,Normal,6,117.8,46.94,260.63,53.5,Medium
1703,2024-03-11 22:00:00,West,Fast,11,16.6,46.63,384.09,10.4,High
1704,2024-03-11 23:00:00,South,Supercharger,3,25.4,319.56,344.11,10.1,Low
1705,2024-03-12 00:00:00,West,Fast,13,37.6,56.22,401.45,23.9,Low
1706,2024-03-12 01:00:00,South,Normal,10,101.9,154.28,84.85,23.5,Low
1707,2024-03-12 02:00:00,West,Supercharger,14,96.2,53.33,469.73,47.6,High
1708,2024-03-12 03:00:00,South,Fast,14,89.4,38.18,99.64,28.8,Medium
1709,2024-03-12 04:00:00,East,Normal,3,105.6,28.37,180.75,47.4,Medium
1710,2024-03-12 05:00:00,South,Normal,7,52.2,129.51,158.62,20.6,Low
